bin1	bin2	affected allele	affected bin	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr2L:18165000-18167500	chr2L:18172500-18175000	DGRP-57	chr2L:18172500-18175000	102.44744645473625	-9.928439325974704	1.452449381515504	-6.835652555144638	8.163257486070074e-12	1.8835644706204485e-08
chr2L:18255000-18257500	chr2L:20260000-20262500	DGRP-57	chr2L:20260000-20262500	9.943179849037115	-6.563366057856193	1.5640820210806674	-4.1963055449747975	2.7130418557994433e-05	0.012630359404257338
chr2L:18262500-18265000	chr2L:18265000-18267500	DGRP-57	chr2L:18265000-18267500	13.75901405605205	-4.528038444590588	1.137867475047082	-3.9794075706428194	6.908721323236805e-05	0.021722722057898443
chr2L:18407500-18410000	chr2L:18412500-18415000	DGRP-57	chr2L:18412500-18415000	35.2388415927466	-8.38870035642778	1.474635377899971	-5.688660723964274	1.2803956773951356e-08	1.6431468785928772e-05
chr2L:19735000-19737500	chr2L:19740000-19742500	DGRP-57	chr2L:19740000-19742500	165.9684566732519	-4.73625969586047	0.3355406901732709	-14.115306532315644	3.0568386127009067e-45	1.7456802896999044e-40
chr2L:20150000-20152500	chr2L:20207500-20210000	DGRP-57	chr2L:20207500-20210000	12.108914704101707	-6.847547857937933	1.5447381793180628	-4.43282101110548	9.30080757555917e-06	0.005908262971127415
chr2L:20890000-20892500	chr2L:20895000-20897500	DGRP-57	chr2L:20895000-20897500	15.130604778898284	-7.169063579642712	1.5215804350434126	-4.711590274514912	2.4579117225774103e-06	0.0020196386540737286
chr2L:2110000-2112500	chr2L:2117500-2120000	DGRP-57	chr2L:2117500-2120000	54.47836762039649	-9.017222934204483	1.461615982076551	-6.169351625037316	6.857058696356525e-10	1.0765322951748267e-06
chr2L:21797500-21800000	chr2L:21877500-21880000	DGRP-57	chr2L:21877500-21880000	19.378062808503195	-3.649582865185783	0.7748986826335797	-4.709754896965714	2.480148649542015e-06	0.0020269735811826754
chr2L:22322500-22325000	chr2L:22325000-22327500	DGRP-57	chr2L:22325000-22327500	15.558246715962527	-7.20936225939165	1.5255443517067475	-4.7257637913482915	2.2925201314861456e-06	0.0019112380561142866
chr2L:22547500-22550000	chr2L:22550000-22552500	DGRP-57	chr2L:22550000-22552500	39.84039714640876	-7.112648248583004	1.468819748618484	-4.842424167616817	1.2826459261156979e-06	0.0011356363084482396
chr2L:22580000-22582500	chr2L:22582500-22585000	DGRP-57	chr2L:22582500-22585000	101.87903206422817	-8.473603013287267	1.4495339928040876	-5.845742876919562	5.043125184161635e-09	6.960716400335047e-06
chr2L:22667500-22670000	chr2L:22675000-22677500	DGRP-57	chr2L:22675000-22677500	14.399088082346168	-3.1805473082621942	0.8287871287457548	-3.8375925469251393	0.00012424641498433767	0.030257512208597827
chr2L:22690000-22692500	chr2L:22692500-22695000	DGRP-57	chr2L:22692500-22695000	8.860648094306566	-6.397131408285312	1.582595324040489	-4.042177625012147	5.295709167932369e-05	0.018960755444768135
chr2L:22692500-22695000	chr2L:22697500-22700000	DGRP-57	chr2L:22697500-22700000	6.26727130217773	-5.897554031454531	1.6452200584737924	-3.5846596940505733	0.0003375179992510613	0.04875059614917503
chr2L:22762500-22765000	chr2L:22772500-22775000	DGRP-57	chr2L:22772500-22775000	64.48586849167643	-7.8114058878764805	1.4559680741443113	-5.365094212293997	8.09069777139516e-08	9.105220387576654e-05
chr2L:22765000-22767500	chr2L:22772500-22775000	DGRP-57	chr2L:22772500-22775000	18.379542734296926	-7.449579696902828	1.5106680539911	-4.931314776413957	8.16779928242756e-07	0.0007553709741640835
chr2L:2687500-2690000	chr2L:11460000-11462500	DGRP-57	chr2L:11460000-11462500	13.619759741499998	-7.017242414678326	1.5303832596035438	-4.585284353212404	4.533689927863927e-06	0.003277305453724661
chr2L:3202500-3205000	chr2L:3210000-3212500	DGRP-57	chr2L:3210000-3212500	84.87816014714161	-7.2045502922275935	1.0356518779498516	-6.956536695022971	3.4873945263353756e-12	8.950829078129514e-09
chr2L:3782500-3785000	chr2L:3785000-3787500	DGRP-57	chr2L:3785000-3787500	27.931358352291472	1.724862044152383	0.45314853255533155	3.8063944164748436	0.00014100744888244902	0.03250148197261073
chr2L:4600000-4602500	chr2L:4607500-4610000	DGRP-57	chr2L:4607500-4610000	28.1640611773354	-4.563529905412285	0.801264146891312	-5.695412584124156	1.2307393191531891e-08	1.5883455779915447e-05
chr2L:4917500-4920000	chr2L:4922500-4925000	DGRP-57	chr2L:4922500-4925000	10.807191216011063	-6.683596582598661	1.554392814151727	-4.299811811884936	1.709432054383267e-05	0.009144840971118092
chr2L:5827500-5830000	chr2L:5835000-5837500	DGRP-57	chr2L:5835000-5837500	19.237511990839398	-7.515515474485073	1.5047760658716522	-4.994441129771464	5.900638674630785e-07	0.0005627891198858342
chr2L:6425000-6427500	chr2L:6445000-6447500	DGRP-57	chr2L:6445000-6447500	45.033312409624344	-2.340243611911873	0.38824865306359385	-6.027692803170005	1.6631678857752297e-09	2.491256449597986e-06
chr2L:7717500-7720000	chr2L:7722500-7725000	DGRP-57	chr2L:7722500-7725000	60.01810613368782	3.40214822640739	0.37611371425032314	9.045530905961819	1.4893963318241387e-19	8.505551484510553e-16
chr2L:8592500-8595000	chr2L:8600000-8602500	DGRP-57	chr2L:8600000-8602500	15.761388085893529	-3.035175799541216	0.7550721469543065	-4.019716277158468	5.826827012219372e-05	0.020283458123987973
chr2L:937500-940000	chr2L:1975000-1977500	DGRP-57	chr2L:1975000-1977500	7.134639397169163	-6.084434553080726	1.616603771438408	-3.7637141893260395	0.00016740820972541896	0.03507748958083585
chr2L:9392500-9395000	chr2L:9395000-9397500	DGRP-57	chr2L:9395000-9397500	106.31345184074544	-4.297787155702657	0.3742062330200066	-11.485076346851976	1.5679689016393604e-30	3.114524801887202e-26
chr2L:975000-977500	chr2L:982500-985000	DGRP-57	chr2L:982500-985000	7.5616099886299075	-6.1684949643644575	1.6197828556117493	-3.8082233942615598	0.00013996879816762805	0.03250148197261073
chr2R:10175000-10177500	chr2R:10185000-10187500	DGRP-57	chr2R:10185000-10187500	98.48637775379261	-7.420607465745314	1.0333599595484946	-7.181047995112561	6.917905957742097e-13	1.9753172487175604e-09
chr2R:11415000-11417500	chr2R:11417500-11420000	DGRP-57	chr2R:11417500-11420000	15.34089357172813	-4.077851332169661	0.9603916805278337	-4.2460294220046375	2.1759207046455477e-05	0.010828855742959262
chr2R:11767500-11770000	chr2R:11785000-11787500	DGRP-57	chr2R:11785000-11787500	11.881491375814853	-3.683979651276661	0.9977808765659697	-3.6921730389899783	0.00022234609463834997	0.040703745704872944
chr2R:11782500-11785000	chr2R:11785000-11787500	DGRP-57	chr2R:11785000-11787500	8.213814423882226	-6.287715149862523	1.5914608137977115	-3.9509079302167134	7.785527333256171e-05	0.02343044309821942
chr2R:12480000-12482500	chr2R:12482500-12485000	DGRP-57	chr2R:12482500-12485000	99.49403814726877	-5.60704786737523	0.5692619959026081	-9.849678896067584	6.876330913703902e-23	6.159830715497748e-19
chr2R:1260000-1262500	chr2R:5167500-5170000	DGRP-57	chr2R:5167500-5170000	16.648163272331544	-7.306869544856814	1.5155049298294336	-4.821409288110455	1.4254754074340493e-06	0.0012404595603141186
chr2R:12705000-12707500	chr2R:12715000-12717500	DGRP-57	chr2R:12715000-12717500	6.483777653123839	-5.946533898496597	1.636659214935762	-3.633336643468564	0.0002797796037733336	0.04459868457790698
chr2R:13070000-13072500	chr2R:13110000-13112500	DGRP-57	chr2R:13110000-13112500	22.322547035000966	-4.211648075130869	0.8257255225114	-5.1005424445660426	3.386814169498764e-07	0.0003408142146834881
chr2R:13085000-13087500	chr2R:13097500-13100000	DGRP-57	chr2R:13097500-13100000	35.84926289585689	-3.2404659271728886	0.5226495993938619	-6.200073492701399	5.643680074185005e-10	9.175679839900667e-07
chr2R:13085000-13087500	chr2R:13100000-13102500	DGRP-57	chr2R:13100000-13102500	33.868722820696895	-5.863772187533582	1.0670851323478259	-5.4951306224574346	3.904213228301258e-08	4.6209195628717216e-05
chr2R:13937500-13940000	chr2R:13940000-13942500	DGRP-57	chr2R:13940000-13942500	21.00929715502091	-2.2190283609821466	0.571508933104102	-3.8827535886966515	0.00010328021587445626	0.0277852441543922
chr2R:14092500-14095000	chr2R:14107500-14110000	DGRP-57	chr2R:14107500-14110000	17.94048792197323	-7.414814488446093	1.5092840642626888	-4.9128024763637566	8.978371752243016e-07	0.0008253219195891332
chr2R:14392500-14395000	chr2R:14397500-14400000	DGRP-57	chr2R:14397500-14400000	104.60765084024766	-4.882611032720951	0.4456032061714095	-10.957306781232548	6.129642882553109e-28	8.486007629334337e-24
chr2R:14465000-14467500	chr2R:14475000-14477500	DGRP-57	chr2R:14475000-14477500	95.97866647893275	-4.750576639531885	0.7974385457059465	-5.957294972901458	2.5644713048136754e-09	3.779360631760874e-06
chr2R:15117500-15120000	chr2R:15127500-15130000	DGRP-57	chr2R:15127500-15130000	61.723766547759865	-3.0657774761126464	0.5820623329225012	-5.267094781274637	1.3859965690854838e-07	0.0001482915706219731
chr2R:15137500-15140000	chr2R:15145000-15147500	DGRP-57	chr2R:15145000-15147500	40.19303846262907	-4.488348107960371	0.6532073341713525	-6.871245733415121	6.364365083383887e-12	1.5303249829629892e-08
chr2R:15340000-15342500	chr2R:15347500-15350000	DGRP-57	chr2R:15347500-15350000	8.426292701207354	-6.3246859824230155	1.598919759548756	-3.9555993630399287	7.634300884843344e-05	0.02343044309821942
chr2R:15372500-15375000	chr2R:15375000-15377500	DGRP-57	chr2R:15375000-15377500	48.74260849539056	-1.614985681937166	0.34095601232287864	-4.736639400884963	2.1729129430760848e-06	0.0018206409362484235
chr2R:1560000-1562500	chr2R:1722500-1725000	DGRP-57	chr2R:1722500-1725000	16.213136533628834	-7.268721402639287	1.5159990042336848	-4.794674259244331	1.6293937402928627e-06	0.0014098545355993503
chr2R:1597500-1600000	chr2R:1632500-1635000	DGRP-57	chr2R:1632500-1635000	38.050067427028544	-8.499425430853696	1.4720518529440219	-5.773862798280725	7.747452964388733e-09	1.0319223364016536e-05
chr2R:16075000-16077500	chr2R:16080000-16082500	DGRP-57	chr2R:16080000-16082500	10.024157396457957	3.4043744272128036	0.9522542356396317	3.5750688206979473	0.00035013578156732573	0.04978608248710454
chr2R:16537500-16540000	chr2R:16542500-16545000	DGRP-57	chr2R:16542500-16545000	130.33447095376408	-10.27576064831095	1.449622611199016	-7.08857641218195	1.3549855986139276e-12	3.706810572438086e-09
chr2R:17145000-17147500	chr2R:17152500-17155000	DGRP-57	chr2R:17152500-17155000	38.16954801180485	-4.684631171591542	0.7096480777505723	-6.601344128826205	4.074465160176458e-11	8.200247042348266e-08
chr2R:17235000-17237500	chr2R:17240000-17242500	DGRP-57	chr2R:17240000-17242500	40.40997878043905	-5.527581879400883	0.8814526381716715	-6.2709913613354376	3.587565248148025e-10	6.025777469498745e-07
chr2R:17780000-17782500	chr2R:17782500-17785000	DGRP-57	chr2R:17782500-17785000	63.33346950219029	-6.187123896173041	0.8597270854402234	-7.196613903358557	6.172622677735166e-13	1.796189951546121e-09
chr2R:18077500-18080000	chr2R:18085000-18087500	DGRP-57	chr2R:18085000-18087500	14.896705373316085	-2.943569076253266	0.7639696304315675	-3.852992264352759	0.00011668307820852522	0.029864265785584664
chr2R:19955000-19957500	chr2R:19962500-19965000	DGRP-57	chr2R:19962500-19965000	22.980969028369547	-6.3115279987211785	1.491746121082397	-4.230966589771719	2.326892356200477e-05	0.011452475398368129
chr2R:20135000-20137500	chr2R:20137500-20140000	DGRP-57	chr2R:20137500-20140000	6.485791689934331	-5.94688851796835	1.6352801862483581	-3.6366174848676156	0.0002762416795098054	0.04459868457790698
chr2R:20480000-20482500	chr2R:20485000-20487500	DGRP-57	chr2R:20485000-20487500	6.483777653123839	-5.946533898496597	1.636659214935762	-3.633336643468564	0.0002797796037733336	0.04459868457790698
chr2R:20782500-20785000	chr2R:20787500-20790000	DGRP-57	chr2R:20787500-20790000	68.5906324072175	-7.90096371537069	1.4548157515867286	-5.430903333809329	5.606950175637123e-08	6.585053085582005e-05
chr2R:21150000-21152500	chr2R:21152500-21155000	DGRP-57	chr2R:21152500-21155000	24.213801334582435	-7.847357343031518	1.491722503873754	-5.260601299942344	1.4358507281901383e-07	0.00015290940042662435
chr2R:21240000-21242500	chr2R:21242500-21245000	DGRP-57	chr2R:21242500-21245000	72.11149479527482	-5.628270204423507	0.6753487114575163	-8.333872722251519	7.824003387645707e-17	3.5043787879180694e-13
chr2R:21817500-21820000	chr2R:21830000-21832500	DGRP-57	chr2R:21830000-21832500	7.134639397169163	-6.084434553080726	1.616603771438408	-3.7637141893260395	0.00016740820972541896	0.03507748958083585
chr2R:2210000-2212500	chr2R:2305000-2307500	DGRP-57	chr2R:2305000-2307500	9.73003022610849	-6.532006129083927	1.5692602980878616	-4.162474598409935	3.14817172070268e-05	0.013990958989771455
chr2R:22515000-22517500	chr2R:22520000-22522500	DGRP-57	chr2R:22520000-22522500	13.088184138786866	3.4733941169067735	0.8347468558411545	4.161014914403861	3.16836390938158e-05	0.014067012315608933
chr2R:22515000-22517500	chr2R:22522500-22525000	DGRP-57	chr2R:22522500-22525000	16.84051692451134	-2.4713627005979966	0.6618318216871331	-3.734124923606772	0.00018836898436613213	0.03750739445405899
chr2R:22595000-22597500	chr2R:22650000-22652500	DGRP-57	chr2R:22650000-22652500	12.9646944761489	-3.8191868025381734	0.9818583401143914	-3.88975338549675	0.00010034614523652018	0.0272556715616001
chr2R:22835000-22837500	chr2R:22837500-22840000	DGRP-57	chr2R:22837500-22840000	103.60360745228131	-2.5146786129418253	0.26209882075115337	-9.594391175568688	8.441398200927002e-22	6.322178263405425e-18
chr2R:22842500-22845000	chr2R:22845000-22847500	DGRP-57	chr2R:22845000-22847500	79.17979913339067	-6.093065258346428	0.745016646709848	-8.178428341507132	2.875699320684089e-16	1.2632587653350118e-12
chr2R:22957500-22960000	chr2R:22962500-22965000	DGRP-57	chr2R:22962500-22965000	52.80143018726585	-4.666270644953594	0.5948282445911132	-7.8447361694487165	4.338646590929317e-15	1.666198562956419e-11
chr2R:23575000-23577500	chr2R:23577500-23580000	DGRP-57	chr2R:23577500-23580000	7.134639397169163	-6.084434553080726	1.616603771438408	-3.7637141893260395	0.00016740820972541896	0.03507748958083585
chr2R:24352500-24355000	chr2R:24360000-24362500	DGRP-57	chr2R:24360000-24362500	109.00561531415536	-8.57143819769573	1.4492901679168428	-5.9142319374290695	3.3342777022115276e-09	4.760296177358301e-06
chr2R:24727500-24730000	chr2R:24735000-24737500	DGRP-57	chr2R:24735000-24737500	68.79059249681582	-5.887427111470791	0.7504513533688602	-7.845181549798626	4.323275798008375e-15	1.666198562956419e-11
chr2R:2655000-2657500	chr2R:2657500-2660000	DGRP-57	chr2R:2657500-2660000	87.33765338954638	-9.698143215778602	1.4534579951703872	-6.672461982392343	2.5154722813356493e-11	5.340050715694645e-08
chr2R:3525000-3527500	chr2R:3530000-3532500	DGRP-57	chr2R:3530000-3532500	34.15698118361955	-8.343723711207174	1.4756495772921785	-5.654271745544042	1.5650842923557254e-08	1.9752012285120007e-05
chr2R:4902500-4905000	chr2R:5537500-5540000	DGRP-57	chr2R:5537500-5540000	42.45682411971032	6.602765990725548	1.057671390575121	6.242738576047914	4.2997521755410066e-10	7.143201742419958e-07
chr2R:5172500-5175000	chr2R:5175000-5177500	DGRP-57	chr2R:5175000-5177500	7.352488439322267	-6.127760654396876	1.6160217935462433	-3.7918799603252547	0.00014951118219292607	0.0331418888436553
chr2R:5315000-5317500	chr2R:5442500-5445000	DGRP-57	chr2R:5442500-5445000	8.21515711508922	-6.287899929622624	1.5914685565098332	-3.9510048149567525	7.782375851519052e-05	0.02343044309821942
chr2R:5377500-5380000	chr2R:5392500-5395000	DGRP-57	chr2R:5392500-5395000	48.85121653260813	-8.859982820855157	1.46426861054407	-6.050790652107951	1.4413665608628504e-09	2.187711912389505e-06
chr2R:5580000-5582500	chr2R:5620000-5622500	DGRP-57	chr2R:5620000-5622500	95.21627738158367	5.157964916383454	0.4509908278879492	11.436961901284997	2.7328858949478572e-30	4.9941740683199326e-26
chr2R:5867500-5870000	chr2R:5872500-5875000	DGRP-57	chr2R:5872500-5875000	124.436516488744	-7.759508211179733	1.0297638344366593	-7.535230847784273	4.8747167255916063e-14	1.6022001500266588e-10
chr2R:5900000-5902500	chr2R:5907500-5910000	DGRP-57	chr2R:5907500-5910000	18.667083563520826	-6.00672058042463	1.5070923930756641	-3.9856352590076805	6.729982628749616e-05	0.021483178929554814
chr2R:6260000-6262500	chr2R:6265000-6267500	DGRP-57	chr2R:6265000-6267500	7.13531074277266	-6.084542100532707	1.6181400083391415	-3.7602074413683644	0.00016977251724977516	0.035139874529481085
chr2R:6450000-6452500	chr2R:6455000-6457500	DGRP-57	chr2R:6455000-6457500	40.131707530074564	-6.113322691004042	1.0590098511594745	-5.772677831382558	7.802153097994522e-09	1.0361871692432208e-05
chr2R:6577500-6580000	chr2R:6582500-6585000	DGRP-57	chr2R:6582500-6585000	86.6747074246381	-9.687217259375885	1.4538906233101059	-6.662961507600054	2.6836396827814192e-11	5.5729315537992566e-08
chr2R:6577500-6580000	chr2R:6585000-6587500	DGRP-57	chr2R:6585000-6587500	38.967353579315024	-5.048269336604664	0.7773490496709387	-6.494211755634947	8.346927528115219e-11	1.5416624035071148e-07
chr2R:7235000-7237500	chr2R:7240000-7242500	DGRP-57	chr2R:7240000-7242500	8.648169816981438	-6.361983621962059	1.5842752137376594	-4.0157060886869	5.9268080878483675e-05	0.020283458123987973
chr2R:7662500-7665000	chr2R:7665000-7667500	DGRP-57	chr2R:7665000-7667500	35.28509821474984	-4.0566702077365004	0.6249749061565646	-6.490932944306487	8.530644467765526e-11	1.56518140598349e-07
chr2R:8105000-8107500	chr2R:8112500-8115000	DGRP-57	chr2R:8112500-8115000	8.647498471377942	-6.3618957606003015	1.5834938634348117	-4.017632090345138	5.878588402932949e-05	0.020283458123987973
chr2R:9725000-9727500	chr2R:9732500-9735000	DGRP-57	chr2R:9732500-9735000	9.077154445252676	-6.431946480391637	1.578223222948584	-4.0754352026165686	4.592837034164021e-05	0.01736985873005911
chr3L:10412500-10415000	chr3L:10415000-10417500	DGRP-57	chr3L:10415000-10417500	53.382646332335625	-5.937385076057038	0.8661553747432195	-6.854872981440813	7.137590987551081e-12	1.655265320295228e-08
chr3L:10412500-10415000	chr3L:10417500-10420000	DGRP-57	chr3L:10417500-10420000	51.026975383629924	-5.870166415286791	0.8722451028872733	-6.7299505561631525	1.6972075011489632e-11	3.7278102008048756e-08
chr3L:10770000-10772500	chr3L:10772500-10775000	DGRP-57	chr3L:10772500-10775000	12.747387520009752	-3.794266765492236	0.986996940357373	-3.844253827289884	0.00012091979888359282	0.03015860796436969
chr3L:11497500-11500000	chr3L:11507500-11510000	DGRP-57	chr3L:11507500-11510000	78.09293459776481	-5.249387397398689	0.5768362635751015	-9.100307537643637	9.007640227210527e-20	5.414765140214703e-16
chr3L:11510000-11512500	chr3L:11577500-11580000	DGRP-57	chr3L:11577500-11580000	14.694731246907287	-4.01193007911829	0.9650757209747872	-4.157114298830343	3.2229276528607114e-05	0.014157918313060498
chr3L:11575000-11577500	chr3L:11577500-11580000	DGRP-57	chr3L:11577500-11580000	13.10663417311494	-3.0300358524210638	0.8305107388403269	-3.648400569331609	0.00026387799049157703	0.04412702593630725
chr3L:1207500-1210000	chr3L:1212500-1215000	DGRP-57	chr3L:1212500-1215000	34.74188595631708	-2.0240791312511237	0.4288797097056095	-4.7194564943174555	2.3647561258070604e-06	0.0019642911252365234
chr3L:1217500-1220000	chr3L:1225000-1227500	DGRP-57	chr3L:1225000-1227500	13.613717631068523	-7.0167395276119455	1.5359998896981941	-4.568190124668988	4.919536985278207e-06	0.0035117730430581505
chr3L:13572500-13575000	chr3L:13580000-13582500	DGRP-57	chr3L:13580000-13582500	8.429649429224838	-6.3251472398574995	1.5876977303504967	-3.9838485115558955	6.780810713243701e-05	0.021483178929554814
chr3L:14467500-14470000	chr3L:14472500-14475000	DGRP-57	chr3L:14472500-14475000	21.897895187625043	-6.240550691536118	1.4983295651876365	-4.165005374338063	3.113452304275387e-05	0.013850133459386064
chr3L:14725000-14727500	chr3L:14727500-14730000	DGRP-57	chr3L:14727500-14730000	66.98102182897759	-3.8700294538735975	0.4259292637059735	-9.086084905744226	1.0266957018429767e-19	6.013527841644622e-16
chr3L:14825000-14827500	chr3L:14832500-14835000	DGRP-57	chr3L:14832500-14835000	260.4073619210606	-7.5016755958220465	0.6508620788155556	-11.525753058887162	9.785285719423089e-31	2.0320435674954148e-26
chr3L:15295000-15297500	chr3L:15297500-15300000	DGRP-57	chr3L:15297500-15300000	58.21707905060691	-5.641469180603657	0.7554436981997816	-7.467755961228148	8.157394612035255e-14	2.606139262279591e-10
chr3L:15502500-15505000	chr3L:15507500-15510000	DGRP-57	chr3L:15507500-15510000	14.44015543910269	2.5058416151211156	0.6902799981350951	3.6301814073869423	0.00028322209531417	0.0449227352718384
chr3L:16182500-16185000	chr3L:16187500-16190000	DGRP-57	chr3L:16187500-16190000	205.6505937907101	-7.483016885588671	0.7285903650361836	-10.270540546081811	9.566711120337454e-25	1.0164274594712208e-20
chr3L:16945000-16947500	chr3L:16952500-16955000	DGRP-57	chr3L:16952500-16955000	17.86726395920016	-4.919274694857316	1.1119534879598878	-4.4239932228485195	9.689306088023988e-06	0.006139593190108947
chr3L:17730000-17732500	chr3L:17737500-17740000	DGRP-57	chr3L:17737500-17740000	24.864663078627757	-7.885595723476339	1.4915788026405687	-5.2867442937083355	1.245124979644388e-07	0.00013511794609865927
chr3L:18047500-18050000	chr3L:18055000-18057500	DGRP-57	chr3L:18055000-18057500	10.376863896532832	-6.624915184693851	1.5587767289216237	-4.250073189941083	2.13700675877434e-05	0.01074049252812856
chr3L:18245000-18247500	chr3L:18247500-18250000	DGRP-57	chr3L:18247500-18250000	11.948239261292581	-3.2419409732167703	0.9049446576742592	-3.582474293564732	0.00034035511848688445	0.04905182936176642
chr3L:18350000-18352500	chr3L:18352500-18355000	DGRP-57	chr3L:18352500-18355000	13.103819531111412	-3.0308788088869454	0.8327704323636814	-3.639512993135811	0.0002731541553647441	0.04459868457790698
chr3L:18352500-18355000	chr3L:18355000-18357500	DGRP-57	chr3L:18355000-18357500	12.531010428653184	-3.7665775695079544	0.98766431800504	-3.8136211877290216	0.00013694532495079584	0.032454613172971235
