	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DGRP-57_locus1_chr2L:1220000-1222500_chr2L:1227500-1230000	5.583348016112815	-4.609345696608066	1.4836489788422687	-3.1067629623584296	0.001891479980969049	0.04237241250303014
DGRP-57_locus1_chr2L:12435000-12437500_chr2L:12437500-12440000	4.042484748943398	-4.147577494810961	1.4909721419376625	-2.7817940913508843	0.005405932656597783	0.04642190692389491
DGRP-57_locus1_chr2L:12557500-12560000_chr2L:12565000-12567500	36.97805395497494	-7.342421394847006	1.4565887940663658	-5.040833366807068	4.6350893350288647e-07	0.0001433466967744493
DGRP-57_locus1_chr2L:12630000-12632500_chr2L:12632500-12635000	4.373010920482796	-4.2683702603991565	1.4894634134228295	-2.8657100415714942	0.004160751521963727	0.045783427866442274
DGRP-57_locus1_chr2L:12645000-12647500_chr2L:12647500-12650000	4.872520706359079	-4.419409070137302	1.4839938729602722	-2.978050752542166	0.0029008794521598606	0.044235431899137846
DGRP-57_locus1_chr2L:12692500-12695000_chr2L:12700000-12702500	3.8772216631737	-4.083219173397011	1.4952099289877692	-2.730866812903843	0.006316799387745752	0.04678308388380842
DGRP-57_locus1_chr2L:12730000-12732500_chr2L:12735000-12737500	12.58843742846482	-4.269440406043383	1.4635068290541373	-2.917267156725683	0.003531131823710171	0.04511936872923524
DGRP-57_locus1_chr2L:12885000-12887500_chr2L:12887500-12890000	3.9425827917681415	-4.112573801238643	1.4920904644018584	-2.7562496372411776	0.005846835429364196	0.04649867084003069
DGRP-57_locus1_chr2L:12922500-12925000_chr2L:12925000-12927500	4.088539187051151	-4.156483690485135	1.4966683674600036	-2.777157439051849	0.005483660987090395	0.04642190692389491
DGRP-57_locus1_chr2L:12932500-12935000_chr2L:12940000-12942500	13.653083375905485	-5.9067082189007065	1.4657785694711567	-4.029741150487558	5.5838306480117424e-05	0.00595604564977617
DGRP-57_locus1_chr2L:13000000-13002500_chr2L:13002500-13005000	5.183740187411788	-4.5046482546059075	1.4832131555892383	-3.0370875808584232	0.002388760393222073	0.04358674109157012
DGRP-57_locus1_chr2L:13010000-13012500_chr2L:13012500-13015000	4.1115664061050285	-4.162078351960267	1.5037179901417668	-2.7678583213384824	0.00564259793544575	0.04649867084003069
DGRP-57_locus1_chr2L:1305000-1307500_chr2L:1310000-1312500	5.083838230236531	-4.477316634535966	1.4833517753691834	-3.0183781816835937	0.0025413154970029914	0.044058643131121136
DGRP-57_locus1_chr2L:13087500-13090000_chr2L:13092500-13095000	4.472912877658052	-4.2999092246906665	1.487925503974636	-2.8898686212478317	0.0038540285843198557	0.0456100280748932
DGRP-57_locus1_chr2L:13120000-13122500_chr2L:13122500-13125000	4.0079439203625835	-4.141432678519984	1.4924005474576505	-2.7750141780469324	0.005519930136631301	0.04642190692389491
DGRP-57_locus1_chr2L:13132500-13135000_chr2L:13135000-13137500	5.529500497045312	-4.591872654287025	1.4916279264614383	-3.0784303329451874	0.0020809417878283713	0.043105327753135116
DGRP-57_locus1_chr2L:13135000-13137500_chr2L:13142500-13145000	4.461399268131114	-4.2978935506998575	1.4893570585757696	-2.8857375240896315	0.003904976756253959	0.0456100280748932
DGRP-57_locus1_chr2L:13140000-13142500_chr2L:13142500-13145000	5.936901406706089	-4.700605544151769	1.4802205667335333	-3.175611560731654	0.0014952101667419287	0.04089009336578053
DGRP-57_locus1_chr2L:13225000-13227500_chr2L:13230000-13232500	6.013776144827469	-4.721077735020546	1.4792454271401232	-3.1915445864503837	0.0014151426754713836	0.040243738608911714
DGRP-57_locus1_chr2L:13237500-13240000_chr2L:13240000-13242500	6.056110054368034	-4.736769924204259	1.4806070342588662	-3.199208037381303	0.001378056881948335	0.040243738608911714
DGRP-57_locus1_chr2L:13250000-13252500_chr2L:13252500-13255000	14.516568552475768	-2.7731324603882346	0.8754804317696407	-3.1675550472131055	0.001537266037726029	0.04124745179565614
DGRP-57_locus1_chr2L:13275000-13277500_chr2L:13280000-13282500	4.530480925292744	-4.309208112780257	1.4874899190739248	-2.896966263450757	0.00376790271724573	0.0456100280748932
DGRP-57_locus1_chr2L:13340000-13342500_chr2L:13342500-13345000	4.695744011062443	-4.3644560445290725	1.485096826269649	-2.9388360188553917	0.003294473275139691	0.0447776088553021
DGRP-57_locus1_chr2L:13390000-13392500_chr2L:13392500-13395000	4.265315882347789	-4.219390200073911	1.4921016345672795	-2.8278168874853926	0.004686660545314405	0.045947470688034
DGRP-57_locus1_chr2L:13412500-13415000_chr2L:13425000-13427500	4.019457529889522	-4.143530082267678	1.4913968724074431	-2.7782880324665746	0.005464615405706819	0.04642190692389491
DGRP-57_locus1_chr2L:13447500-13450000_chr2L:13455000-13457500	18.022108520727436	-4.813318221273431	1.4585508460597727	-3.3000688555194717	0.0009666110949580293	0.036411179732838375
DGRP-57_locus1_chr2L:1347500-1350000_chr2L:1352500-1355000	4.142386706118655	-4.1817626452380505	1.4901114636900106	-2.8063421744858053	0.005010745198169646	0.04616608837988087
DGRP-57_locus1_chr2L:1352500-1355000_chr2L:1360000-1362500	4.430578968117487	-4.277887604696401	1.487791024481949	-2.87532827816727	0.004036076235246984	0.0456100280748932
DGRP-57_locus1_chr2L:13527500-13530000_chr2L:13530000-13532500	4.319163401415292	-4.243998734340836	1.4879446509621155	-2.852255782227273	0.004341015464294578	0.045783427866442274
DGRP-57_locus1_chr2L:13560000-13562500_chr2L:13565000-13567500	6.986047968958973	-4.942791379074355	1.4778713017387677	-3.3445343808077106	0.0008242081342595057	0.034816070278295815
DGRP-57_locus1_chr2L:1360000-1362500_chr2L:1365000-1367500	5.360516882708425	-4.554549970344828	1.481860298862123	-3.0735353216778485	0.002115386440833357	0.043105327753135116
DGRP-57_locus1_chr2L:13802500-13805000_chr2L:13805000-13807500	4.0079439203625835	-4.141432678519984	1.4924005474576505	-2.7750141780469324	0.005519930136631301	0.04642190692389491
DGRP-57_locus1_chr2L:13822500-13825000_chr2L:13825000-13827500	4.130873096591717	-4.179780850963377	1.4898065595172447	-2.805586285187111	0.005022513223274233	0.04616608837988087
DGRP-57_locus1_chr2L:1382500-1385000_chr2L:1385000-1387500	4.430578968117487	-4.277887604696401	1.487791024481949	-2.87532827816727	0.004036076235246984	0.0456100280748932
DGRP-57_locus1_chr2L:13907500-13910000_chr2L:13910000-13912500	14.95679796050639	-2.814673577199114	0.8719149466600129	-3.2281515392999034	0.0012459295218075267	0.03919775583867019
DGRP-57_locus1_chr2L:13937500-13940000_chr2L:13942500-13945000	3.911762491754515	-4.091006819584349	1.5029419101014576	-2.721999294908332	0.006488828091090967	0.046971167926279415
DGRP-57_locus1_chr2L:14160000-14162500_chr2L:14162500-14165000	11.104231052698777	1.8279868934597256	0.5383266761703275	3.395683280018892	0.0006845752397817103	0.03263330234452853
DGRP-57_locus1_chr2L:14165000-14167500_chr2L:14170000-14172500	4.196234225186159	-4.207349529215745	1.4901016435768597	-2.823531902908561	0.004749769856978014	0.045967414520208597
DGRP-57_locus1_chr2L:14180000-14182500_chr2L:14182500-14185000	6.955227668945346	-4.930791142173642	1.4762187984734816	-3.340149270062433	0.0008373337079548883	0.034816070278295815
DGRP-57_locus1_chr2L:14235000-14237500_chr2L:14237500-14240000	6.2444003591916095	-4.780708416744879	1.4798206681887822	-3.2305998419363875	0.0012353075189744896	0.03904630251074409
DGRP-57_locus1_chr2L:14290000-14292500_chr2L:14292500-14295000	4.319163401415292	-4.243998734340836	1.4879446509621155	-2.852255782227273	0.004341015464294578	0.045783427866442274
DGRP-57_locus1_chr2L:14295000-14297500_chr2L:14297500-14300000	12.551536377702414	-4.2678716280754365	1.4629584479073323	-2.9172883441633983	0.0035308919487866937	0.04511936872923524
DGRP-57_locus1_chr2L:14352500-14355000_chr2L:14357500-14360000	4.718771230116319	-4.36806289921205	1.4861779594473479	-2.9391250700800082	0.0032914022566143822	0.0447776088553021
DGRP-57_locus1_chr2L:14395000-14397500_chr2L:14400000-14402500	4.142386706118655	-4.1817626452380505	1.4901114636900106	-2.8063421744858053	0.005010745198169646	0.04616608837988087
DGRP-57_locus1_chr2L:14397500-14400000_chr2L:14400000-14402500	3.8887352727006386	-4.085604872587268	1.4970136665901332	-2.7291700562048806	0.006349395172520634	0.04678308388380842
DGRP-57_locus1_chr2L:14400000-14402500_chr2L:14402500-14405000	3.819653615539008	-4.072335140043268	1.495256642240871	-2.7235024577053544	0.006459373500289804	0.04686143008700952
DGRP-57_locus1_chr2L:14447500-14450000_chr2L:14450000-14452500	3.9425827917681415	-4.112573801238643	1.4920904644018584	-2.7562496372411776	0.005846835429364196	0.04649867084003069
DGRP-57_locus1_chr2L:14462500-14465000_chr2L:14470000-14472500	3.8772216631737	-4.083219173397011	1.4952099289877692	-2.730866812903843	0.006316799387745752	0.04678308388380842
DGRP-57_locus1_chr2L:14470000-14472500_chr2L:14472500-14475000	6.6362151069328865	-4.858051993453523	1.4817251463446501	-3.2786458442971833	0.0010430644980123985	0.03749313637482725
DGRP-57_locus1_chr2L:1447500-1450000_chr2L:1450000-1452500	3.88501474413345	-4.101240719970508	1.4994350928844826	-2.7351905657222537	0.00623441715509282	0.04678308388380842
DGRP-57_locus1_chr2L:1450000-1452500_chr2L:1452500-1455000	4.365217839523045	-4.252120274408375	1.492120197963503	-2.8497169867493346	0.004375814647161756	0.045783427866442274
DGRP-57_locus1_chr2L:1462500-1465000_chr2L:1465000-1467500	4.219261444240035	-4.211283919702806	1.4888475266113754	-2.828552853419255	0.00467589793836726	0.045947470688034
DGRP-57_locus1_chr2L:14625000-14627500_chr2L:14627500-14630000	4.730284839643257	-4.369982775641084	1.4873489102416306	-2.9381019783254145	0.0033022838068009625	0.0447776088553021
DGRP-57_locus1_chr2L:14640000-14642500_chr2L:14650000-14652500	23.49912180509084	-5.205035758025184	1.4600561618073853	-3.564955851822806	0.0003639174396221479	0.02401938099495229
DGRP-57_locus1_chr2L:14642500-14645000_chr2L:14650000-14652500	22.368284916857448	-6.6183340386283005	1.4602543020141827	-4.532316069536236	5.834046847282258e-06	0.0010676682356944886
DGRP-57_locus1_chr2L:1465000-1467500_chr2L:1470000-1472500	5.037783792128778	-4.470587623690182	1.4840215014132816	-3.012481705576838	0.0025912105410530644	0.044058643131121136
DGRP-57_locus1_chr2L:1470000-1472500_chr2L:1477500-1480000	4.276829491874727	-4.221730574192564	1.4943099830643713	-2.8252040219493746	0.0047250519180022125	0.04596339821244764
DGRP-57_locus1_chr2L:14982500-14985000_chr2L:14990000-14992500	15.605068081302868	-6.096875128479253	1.4639238543447477	-4.164748808747443	3.116955454508169e-05	0.003803227061154595
DGRP-57_locus1_chr2L:15020000-15022500_chr2L:15022500-15025000	3.9195555727142652	-4.108391338554075	1.4931320759044355	-2.7515257389842738	0.0059318358078521245	0.04649867084003069
DGRP-57_locus1_chr2L:15105000-15107500_chr2L:15107500-15110000	4.384524530009734	-4.270370977629619	1.4882165767006683	-2.869455322891849	0.0041117941646025575	0.0456100280748932
DGRP-57_locus1_chr2L:15127500-15130000_chr2L:15132500-15135000	4.307649791888354	-4.242109689950982	1.4880698432486437	-2.8507463605941523	0.00436167468981755	0.045783427866442274
DGRP-57_locus1_chr2L:15275000-15277500_chr2L:15277500-15280000	5.494959668464497	-4.585642468439101	1.4848038177920786	-3.0883827300888864	0.0020124910344090476	0.04304489849282127
DGRP-57_locus1_chr2L:15277500-15280000_chr2L:15282500-15285000	4.419065358590549	-4.275997137732095	1.487247002508235	-2.875108929801604	0.004038881306184591	0.0456100280748932
DGRP-57_locus1_chr2L:15282500-15285000_chr2L:15285000-15287500	4.053998358470337	-4.149628105568531	1.4915250822678057	-2.7821376622504954	0.0054002128493633485	0.04642190692389491
DGRP-57_locus1_chr2L:15325000-15327500_chr2L:15327500-15330000	3.842680834592885	-4.076699372485265	1.4935079847847355	-2.729613376036188	0.006340864138237753	0.04678308388380842
DGRP-57_locus1_chr2L:15340000-15342500_chr2L:15342500-15345000	4.219261444240035	-4.211283919702806	1.4888475266113754	-2.828552853419255	0.00467589793836726	0.045947470688034
DGRP-57_locus1_chr2L:15425000-15427500_chr2L:15427500-15430000	4.653410101521877	-4.344064525815977	1.490721417511369	-2.9140686346802602	0.0035675146306831103	0.045236192907259706
DGRP-57_locus1_chr2L:15502500-15505000_chr2L:15505000-15507500	5.571834406585877	-4.607605952166025	1.4824594458082165	-3.1080822920279085	0.0018830562684856993	0.04237241250303014
DGRP-57_locus1_chr2L:15607500-15610000_chr2L:15610000-15612500	10.24835850389335	-3.9599481492065167	1.4665219967620253	-2.700230994113826	0.006929134757923219	0.04950978544774171
DGRP-57_locus1_chr2L:15610000-15612500_chr2L:15612500-15615000	23.74795765064973	-6.706304301198429	1.4628458977857817	-4.584422946633916	4.552419237541931e-06	0.0008848067635084955
DGRP-57_locus1_chr2L:15737500-15740000_chr2L:15740000-15742500	10.297220331504015	-2.8691578604943637	1.0627749496884116	-2.6996852544704355	0.0069405102793938115	0.049562258490942764
DGRP-57_locus1_chr2L:15825000-15827500_chr2L:15827500-15830000	32.90102837745073	-7.1743199926338	1.4572136019053166	-4.92331390762022	8.509079266858771e-07	0.00022256220999427998
DGRP-57_locus1_chr2L:16095000-16097500_chr2L:16097500-16100000	6.447658087982885	2.721465061859136	0.7379525000402128	3.6878593970625975	0.00022614854771611586	0.017267705802553674
DGRP-57_locus1_chr2L:16140000-16142500_chr2L:16145000-16147500	15.485859433640922	-6.083905277887149	1.4663197901678842	-4.149098524538485	3.337871366850347e-05	0.00402945491403503
DGRP-57_locus1_chr2L:16237500-16240000_chr2L:16240000-16242500	5.783151930463329	-4.659163347038948	1.4843814203106134	-3.1387912050691105	0.00169646279538002	0.042025272059053764
DGRP-57_locus1_chr2L:16242500-16245000_chr2L:16245000-16247500	4.849493487305203	-4.415912272101578	1.485141432778534	-2.973395108801119	0.0029452505244296117	0.044235431899137846
DGRP-57_locus1_chr2L:16292500-16295000_chr2L:16297500-16300000	12.989313869921226	-2.083491901531175	0.7694167108823265	-2.7078849108202188	0.0067713499495020675	0.048565868008585936
DGRP-57_locus1_chr2L:16332500-16335000_chr2L:16340000-16342500	14.743854883149686	-2.302033007743915	0.768494247142186	-2.9955110481367018	0.002739853757758203	0.04423476209630036
DGRP-57_locus1_chr2L:16360000-16362500_chr2L:16365000-16367500	4.518967315765806	-4.307317736307764	1.4867314405476666	-2.897172696314998	0.0037654241563153364	0.0456100280748932
DGRP-57_locus1_chr2L:16370000-16372500_chr2L:16375000-16377500	4.10784587753784	-4.175802587774178	1.4906588826366747	-2.801313322862992	0.005089507760505444	0.04616608837988087
DGRP-57_locus1_chr2L:16492500-16495000_chr2L:16495000-16497500	4.595842053887186	-4.334376212254457	1.4857041678069103	-2.9173884721966905	0.0035297585434689947	0.04511936872923524
DGRP-57_locus1_chr2L:16510000-16512500_chr2L:16517500-16520000	16.271288036066164	-4.660539571315793	1.4592762042737655	-3.1937336863758374	0.001404456147280214	0.040243738608911714
DGRP-57_locus1_chr2L:16687500-16690000_chr2L:16700000-16702500	3.908041963187326	-4.106179264517968	1.4945200310811504	-2.747490283919124	0.006005328817855883	0.04671788706655733
DGRP-57_locus1_chr2L:16725000-16727500_chr2L:16727500-16730000	6.148218930583541	-4.748862271350841	1.481415711021133	-3.2056243470493992	0.001347698027997483	0.040095445774732896
DGRP-57_locus1_chr2L:16777500-16780000_chr2L:16780000-16782500	5.2375877064792915	-4.524931807442837	1.4823917680396812	-3.052453410090518	0.002269789631006117	0.04329903423320906
DGRP-57_locus1_chr2L:16787500-16790000_chr2L:16792500-16795000	3.8772216631737	-4.083219173397011	1.4952099289877692	-2.730866812903843	0.006316799387745752	0.04678308388380842
DGRP-57_locus1_chr2L:16797500-16800000_chr2L:16802500-16805000	4.461399268131114	-4.2978935506998575	1.4893570585757696	-2.8857375240896315	0.003904976756253959	0.0456100280748932
DGRP-57_locus1_chr2L:16880000-16882500_chr2L:16887500-16890000	3.9656100108220182	-4.116787334634692	1.4932081471832126	-2.7570083530555323	0.005833286136167888	0.04649867084003069
DGRP-57_locus1_chr2L:16892500-16895000_chr2L:16900000-16902500	3.988637229875895	-4.121446849373575	1.4966924433811282	-2.75370325252859	0.005892516897034658	0.04649867084003069
DGRP-57_locus1_chr2L:16902500-16905000_chr2L:16905000-16907500	4.03097113941646	-4.1455615302936035	1.490929662605309	-2.7805211971230666	0.005427171647526397	0.04642190692389491
DGRP-57_locus1_chr2L:17142500-17145000_chr2L:17150000-17152500	19.31702665870687	-6.40384743063114	1.4626402770753235	-4.378279151067951	1.1962007315071617e-05	0.0017878656100426037
DGRP-57_locus1_chr2L:17175000-17177500_chr2L:17177500-17180000	4.150179787078406	-4.197876892944003	1.4997210101064642	-2.799105210005692	0.005124443752543098	0.04626111118850776
DGRP-57_locus1_chr2L:17272500-17275000_chr2L:17277500-17280000	26.134091013328955	-6.842420805417202	1.4588195241012136	-4.690381978286761	2.7269548655662385e-06	0.0005933298743561444
DGRP-57_locus1_chr2L:17440000-17442500_chr2L:17442500-17445000	4.430578968117487	-4.277887604696401	1.487791024481949	-2.87532827816727	0.004036076235246984	0.0456100280748932
DGRP-57_locus1_chr2L:17487500-17490000_chr2L:17495000-17497500	4.553508144346621	-4.313311098854504	1.4904310049589493	-2.8940025298073455	0.003803650974601827	0.0456100280748932
DGRP-57_locus1_chr2L:17505000-17507500_chr2L:17510000-17512500	6.025289754354407	-4.722569690185769	1.4796022975321446	-3.191783155556482	0.0014139744235376964	0.040243738608911714
DGRP-57_locus1_chr2L:17525000-17527500_chr2L:17527500-17530000	3.9195555727142652	-4.108391338554075	1.4931320759044355	-2.7515257389842738	0.0059318358078521245	0.04649867084003069
